Video;Editor;Scenestart (HH:MM:SS);Sceneend (HH:MM:SS);Eventtype;Additional Information
7_Video_13;14;00:04:05;00:04:09;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_13;14;00:04:09;00:04:14;mainmenu;character,axies
7_Video_13;14;00:04:14;00:04:17;mainmenu;character,axie
7_Video_13;14;00:04:17;00:04:21;mainmenu;pick,rune
7_Video_13;14;00:04:21;00:04:23;mainmenu;character,axie
7_Video_13;14;00:04:23;00:04:26;mainmenu;character,axies
7_Video_13;14;00:04:26;00:04:36;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_13;14;00:04:31;00:04:36;dialog;adventure,arena
7_Video_13;14;00:04:36;00:05:00;mainmenu;arena,season,practice,ranked,blitz
7_Video_13;14;00:04:45;00:05:00;dialog;stamina,ronin,spirit,guides
7_Video_14;14;00:00:00;00:00:03;loadingscreen;load,team01
7_Video_14;14;00:00:03;00:00:17;locationstay;arena,enemy,gameplay
7_Video_14;14;00:00:04;00:00:05;dialog;you,go,second
7_Video_14;14;00:00:05;00:00:08;dialog;notice,waiting,for,opponent
7_Video_14;14;00:00:17;00:00:18;dialog;information,blue,player,turn
7_Video_14;14;00:00:18;00:00:33;locationstay;arena,player,gameplay
7_Video_14;14;00:00:33;00:00:34;dialog;information,red,enemy,turn
7_Video_14;14;00:00:33;00:00:41;locationstay;arena,enemy,gameplay
7_Video_14;14;00:00:41;00:00:42;dialog;information,blue,player,turn
7_Video_14;14;00:00:42;00:01:01;locationstay;arena,player,gameplay
7_Video_14;14;00:00:49;00:00:50;dialog;select,fighter,target
7_Video_14;14;00:01:01;00:01:02;dialog;information,red,enemy,turn
7_Video_14;14;00:01:02;00:01:13;locationstay;arena,enemy,gameplay
7_Video_14;14;00:01:03;00:01:04;dialog;list,emojis
7_Video_14;14;00:01:13;00:01:14;dialog;information,blue,player,turn
7_Video_14;14;00:01:15;00:01:41;locationstay;arena,player,gameplay
7_Video_14;14;00:01:21;00:01:22;dialog;select,fighter,target
7_Video_14;14;00:01:41;00:01:42;dialog;information,red,enemy,turn
7_Video_14;14;00:01:42;00:01:53;locationstay;arena,enemy,gameplay
7_Video_14;14;00:01:53;00:01:54;dialog;information,blue,player,turn
7_Video_14;14;00:01:54;00:02:36;locationstay;arena,player,gameplay
7_Video_14;14;00:01:57;00:01:58;dialog;list,emojis
7_Video_14;14;00:02:31;00:02:33;dialog;list,emojis
7_Video_14;14;00:02:36;00:02:36;interaction;click,end,turn
7_Video_14;14;00:02:36;00:02:37;dialog;information,red,enemy,turn
7_Video_14;14;00:02:37;00:03:36;locationstay;arena,enemy,gameplay
7_Video_14;14;00:03:36;00:03:37;dialog;information,blue,player,turn
7_Video_14;14;00:03:37;00:03:52;locationstay;arena,player,gameplay
7_Video_14;14;00:03:44;00:03:45;dialog;select,target,fighter
7_Video_14;14;00:03:52;00:03:58;dialog;victory,share,back,to,lobby,blue
7_Video_14;14;00:03:58;00:03:58;interaction;click,back,to,lobby
7_Video_14;14;00:03:58;00:04:01;loadingscreen;load,lobby
7_Video_14;14;00:04:01;00:04:52;mainmenu;season,ranked,practice,blitz
7_Video_14;14;00:04:16;00:04:38;dialog;leaderboard
7_Video_14;14;00:04:41;00:04:48;dialog;battle,log
7_Video_14;14;00:04:52;00:04:54;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_14;14;00:04:54;00:05:00;mainmenu;mission,menu,daily,weekly
7_Video_15;14;00:00:00;00:00:07;loadingscreen;load,team01
7_Video_15;14;00:00:07;00:00:19;locationstay;arena,enemy,gameplay
7_Video_15;14;00:00:07;00:00:08;dialog;you,go,second
7_Video_15;14;00:00:19;00:00:20;dialog;information,blue,player,turn
7_Video_15;14;00:00:20;00:00:37;locationstay;arena,player,gameplay
7_Video_15;14;00:00:37;00:00:38;dialog;information,red,enemy,turn
7_Video_15;14;00:00:38;00:00:45;locationstay;arena,enemy,gameplay
7_Video_15;14;00:00:45;00:00:46;dialog;information,blue,player,turn
7_Video_15;14;00:00:46;00:01:05;locationstay;arena,player,gameplay
7_Video_15;14;00:01:00;00:01:01;dialog;select,fighter,target
7_Video_15;14;00:01:05;00:01:05;interaction;click,end,turn
7_Video_15;14;00:01:05;00:01:06;dialog;information,red,enemy,turn
7_Video_15;14;00:01:06;00:01:25;locationstay;arena,enemy,gameplay
7_Video_15;14;00:01:15;00:01:16;dialog;list,emojis
7_Video_15;14;00:01:25;00:01:26;dialog;information,blue,player,turn
7_Video_15;14;00:01:26;00:01:50;locationstay;arena,player,gameplay
7_Video_15;14;00:01:50;00:01:50;interaction;click,end,turn
7_Video_15;14;00:01:50;00:01:51;dialog;information,red,enemy,turn
7_Video_15;14;00:01:51;00:02:04;locationstay;arena,enemy,gameplay
7_Video_15;14;00:02:04;00:02:05;dialog;information,blue,player,turn
7_Video_15;14;00:02:05;00:02:23;locationstay;arena,player,gameplay
7_Video_15;14;00:02:09;00:02:10;dialog;select,fighter,target
7_Video_15;14;00:02:23;00:02:24;dialog;information,red,enemy,turn
7_Video_15;14;00:02:24;00:02:42;locationstay;arena,enemy,gameplay
7_Video_15;14;00:02:42;00:02:43;dialog;information,blue,player,turn
7_Video_15;14;00:02:43;00:03:09;locationstay;arena,player,gameplay
7_Video_15;14;00:03:09;00:03:10;dialog;information,red,enemy,turn
7_Video_15;14;00:03:10;00:03:32;locationstay;arena,enemy,gameplay
7_Video_15;14;00:03:12;00:03:13;dialog;list,emojis
7_Video_15;14;00:03:32;00:03:33;dialog;information,blue,player,turn,plus,energy
7_Video_15;14;00:03:33;00:03:54;locationstay;arena,player,gameplay
7_Video_15;14;00:03:48;00:03:49;dialog;list,emojis
7_Video_15;14;00:03:54;00:03:59;dialog;victory,share,back,to,lobby,blue
7_Video_15;14;00:03:59;00:03:59;interaction;click,back,to,lobby
7_Video_15;14;00:03:59;00:04:03;loadingscreen;load,lobby
7_Video_15;14;00:04:03;00:04:11;mainmenu;season,ranked,practice,blitz
7_Video_15;14;00:04:04;00:04:08;dialog;rewards,chick
7_Video_15;14;00:04:11;00:04:15;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_15;14;00:04:15;00:04:52;mainmenu;inventory,menu
7_Video_15;14;00:04:21;00:04:21;interaction;click,open
7_Video_15;14;00:04:21;00:04:46;dialog;packs,remaining
7_Video_15;14;00:04:46;00:04:48;dialog;reward,items
7_Video_15;14;00:04:52;00:05:00;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_16;14;00:00:00;00:00:02;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_16;14;00:00:02;00:00:15;mainmenu;mission,menu,daily,weekly
7_Video_16;14;00:00:09;00:00:09;interaction;click,claim
7_Video_16;14;00:00:09;00:00:12;dialog;reward,items
7_Video_16;14;00:00:15;00:00:27;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_16;14;00:00:18;00:00:27;dialog;adventure,arena
7_Video_16;14;00:00:27;00:00:33;mainmenu;arena,season,ranked,practice,blitz
7_Video_16;14;00:00:33;00:00:40;loadingscreen;load,ranked
7_Video_16;14;00:00:40;00:01:03;locationstay;arena,player,gameplay
7_Video_16;14;00:00:40;00:00:41;dialog;you,go,first
7_Video_16;14;00:00:42;00:00:51;dialog;notice,waiting,for,opponent
7_Video_16;14;00:01:03;00:01:04;dialog;information,red,enemy,turn
7_Video_16;14;00:01:04;00:01:16;locationstay;arena,enemy,gameplay
7_Video_16;14;00:01:16;00:01:17;dialog;information,blue,player,turn
7_Video_16;14;00:01:17;00:01:33;locationstay;arena,player,gameplay
7_Video_16;14;00:01:27;00:01:28;dialog;select,fighter,target
7_Video_16;14;00:01:33;00:01:34;dialog;information,red,enemy,turn
7_Video_16;14;00:01:34;00:01:53;locationstay;arena,enemy,gameplay
7_Video_16;14;00:01:53;00:01:54;dialog;information,blue,player,turn
7_Video_16;14;00:01:54;00:02:16;locationstay;arena,player,gameplay
7_Video_16;14;00:02:01;00:02:02;dialog;select,fighter,target
7_Video_16;14;00:02:16;00:02:17;dialog;information,red,enemy,turn
7_Video_16;14;00:02:17;00:02:32;locationstay;arena,enemy,gameplay
7_Video_16;14;00:02:19;00:02:21;dialog;list,emojis
7_Video_16;14;00:02:32;00:02:33;dialog;information,blue,player,turn
7_Video_16;14;00:02:33;00:03:01;locationstay;arena,player,gameplay
7_Video_16;14;00:03:01;00:03:02;dialog;information,red,enemy,turn
7_Video_16;14;00:03:02;00:03:24;locationstay;arena,enemy,gameplay
7_Video_16;14;00:03:24;00:03:25;dialog;information,blue,player,turn
7_Video_16;14;00:03:25;00:03:50;locationstay;arena,player,gameplay
7_Video_16;14;00:03:40;00:03:41;dialog;select,fighter,target
7_Video_16;14;00:03:43;00:03:44;dialog;select,fighter,target
7_Video_16;14;00:03:50;00:03:51;dialog;information,red,enemy,turn
7_Video_16;14;00:03:51;00:04:06;locationstay;arena,enemy,gameplay
7_Video_16;14;00:04:06;00:04:07;dialog;information,blue,player,turn
7_Video_16;14;00:04:07;00:04:35;locationstay;arena,player,gameplay
7_Video_16;14;00:04:09;00:04:11;dialog;list,emojis
7_Video_16;14;00:04:16;00:04:17;dialog;select,fighter,target
7_Video_16;14;00:04:35;00:04:37;dialog;information,red,enemy,turn
7_Video_16;14;00:04:37;00:04:50;locationstay;arena,enemy,gameplay
7_Video_16;14;00:04:50;00:04:51;dialog;information,blue,player,turn,plus,energy
7_Video_16;14;00:04:51;00:05:00;locationstay;arena,player,gameplay
7_Video_17;14;00:00:00;00:00:20;locationstay;arena,player,gameplay
7_Video_17;14;00:00:20;00:00:21;dialog;information,red,enemy,turn
7_Video_17;14;00:00:21;00:00:35;locationstay;arena,enemy,gameplay
7_Video_17;14;00:00:22;00:00:26;dialog;list,emojis
7_Video_17;14;00:00:35;00:00:36;dialog;information,blue,player,turn
7_Video_17;14;00:00:36;00:00:59;locationstay;arena,player,gameplay
7_Video_17;14;00:00:51;00:00:52;dialog;select,fighter,target
7_Video_17;14;00:00:55;00:00:56;dialog;select,fighter,target
7_Video_17;14;00:00:59;00:01:00;dialog;information,red,enemy,turn
7_Video_17;14;00:01:00;00:01:14;locationstay;arena,enemy,gameplay
7_Video_17;14;00:01:14;00:01:15;dialog;information,blue,player,turn
7_Video_17;14;00:01:15;00:01:32;locationstay;arena,player,gameplay
7_Video_17;14;00:01:22;00:01:23;dialog;select,fighter,target
7_Video_17;14;00:01:25;00:01:26;dialog;list,emojis
7_Video_17;14;00:01:32;00:01:37;dialog;victory,share,back,to,lobby,blue
7_Video_17;14;00:01:37;00:01:39;loadingscreen;load,lobby
7_Video_17;14;00:01:39;00:01:46;mainmenu;season,ranked,practice,blitz
7_Video_17;14;00:01:39;00:01:42;dialog;rewards
7_Video_17;14;00:01:46;00:01:49;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_17;14;00:01:49;00:02:16;mainmenu;inventory,menu
7_Video_17;14;00:01:55;00:02:02;dialog;packs,remaining
7_Video_17;14;00:02:02;00:02:10;dialog;reward,items
7_Video_17;14;00:02:16;00:02:19;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_17;14;00:02:19;00:02:50;mainmenu;mission,menu,daily,weekly
7_Video_17;14;00:02:23;00:02:25;dialog;reward,items
7_Video_17;14;00:02:27;00:02:29;dialog;reward,items
7_Video_17;14;00:02:31;00:02:33;dialog;reward,items
7_Video_17;14;00:02:36;00:02:38;dialog;reward,items
7_Video_17;14;00:02:40;00:02:42;dialog;reward,items
7_Video_17;14;00:02:50;00:03:01;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_17;14;00:02:55;00:03:01;dialog;adventure,arena
7_Video_17;14;00:03:01;00:03:13;mainmenu;map,forest,chapter
7_Video_17;14;00:03:08;00:03:10;dialog;stage,ancient,tree
7_Video_17;14;00:03:12;00:03:13;dialog;stage,crossroads
7_Video_17;14;00:03:13;00:03:19;loadingscreen;load,stage
7_Video_17;14;00:03:19;00:03:38;locationstay;forest,player,gameplay
7_Video_17;14;00:03:20;00:03:21;dialog;you,go,first
7_Video_17;14;00:03:25;00:03:26;dialog;select,fighter,target
7_Video_17;14;00:03:38;00:03:39;dialog;information,red,enemy,turn
7_Video_17;14;00:03:38;00:03:43;locationstay;forest,enemy,gameplay
7_Video_17;14;00:03:43;00:03:44;dialog;information,blue,player,turn
7_Video_17;14;00:03:44;00:03:52;locationstay;forest,player,gameplay
7_Video_17;14;00:03:52;00:03:53;dialog;information,red,enemy,turn
7_Video_17;14;00:03:53;00:03:58;locationstay;forest,enemy,gameplay
7_Video_17;14;00:03:58;00:03:59;dialog;information,blue,player,turn
7_Video_17;14;00:03:59;00:04:20;locationstay;forest,player,gameplay
7_Video_17;14;00:04:09;00:04:11;teleport;move,next,enemy
7_Video_17;14;00:04:13;00:04:14;dialog;select,fighter,target
7_Video_17;14;00:04:16;00:04:18;dialog;list,emojis
7_Video_17;14;00:04:20;00:04:22;dialog;information,red,enemy,turn
7_Video_17;14;00:04:22;00:04:28;locationstay;forest,enemy,gameplay
7_Video_17;14;00:04:28;00:04:29;dialog;information,blue,player,turn
7_Video_17;14;00:04:29;00:04:46;locationstay;forest,player,gameplay
7_Video_17;14;00:04:46;00:04:47;dialog;information,red,enemy,turn
7_Video_17;14;00:04:47;00:04:57;locationstay;forest,enemy,gameplay
7_Video_17;14;00:04:57;00:04:58;dialog;information,blue,player,turn
7_Video_17;14;00:04:58;00:05:01;locationstay;forest,player,gameplay
7_Video_18;14;00:00:00;00:00:04;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_18;14;00:00:02;00:00:04;dialog;adventure,arena
7_Video_18;14;00:00:04;00:00:06;mainmenu;arena,season,ranked,practice,blitz
7_Video_18;14;00:00:06;00:00:19;loadingscreen;load,arena
7_Video_18;14;00:00:11;00:00:16;dialog;choose,preference,first,second,no,timer
7_Video_18;14;00:00:19;00:00:20;dialog;you,go,second
7_Video_18;14;00:00:20;00:00:36;locationstay;arena,enemy,gameplay
7_Video_18;14;00:00:36;00:00:41;dialog;victory,share,back,to,lobby,blue
7_Video_18;14;00:00:41;00:00:43;loadingscreen;load,lobby
7_Video_18;14;00:00:43;00:00:49;mainmenu;arena,season,ranked,practice,blitz
7_Video_18;14;00:00:49;00:00:52;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_18;14;00:00:52;00:00:56;mainmenu;inventory,menu
7_Video_18;14;00:00:56;00:00:59;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_18;14;00:00:57;00:00:59;dialog;adventure,arena
7_Video_18;14;00:00:59;00:01:01;mainmenu;arena,season,ranked,practice,blitz
7_Video_18;14;00:01:01;00:01:16;loadingscreen;load,arena
7_Video_18;14;00:01:16;00:01:27;locationstay;arena,player,gameplay
7_Video_18;14;00:00:17;00:00:18;dialog;you,go,first
7_Video_18;14;00:01:27;00:01:28;dialog;information,red,enemy,turn
7_Video_18;14;00:01:28;00:01:47;locationstay;arena,enemy,gameplay
7_Video_18;14;00:01:33;00:01:34;dialog;list,emojis
7_Video_18;14;00:01:47;00:01:48;dialog;information,blue,player,turn
7_Video_18;14;00:01:48;00:02:07;locationstay;arena,player,gameplay
7_Video_18;14;00:01:52;00:01:53;dialog;select,fighter,target
7_Video_18;14;00:01:59;00:02:00;dialog;select,fighter,target
7_Video_18;14;00:02:07;00:02:08;dialog;information,red,enemy,turn
7_Video_18;14;00:02:08;00:02:23;locationstay;arena,enemy,gameplay
7_Video_18;14;00:02:23;00:02:24;dialog;information,blue,player,turn
7_Video_18;14;00:02:24;00:02:44;locationstay;arena,player,gameplay
7_Video_18;14;00:02:44;00:02:45;dialog;information,red,enemy,turn
7_Video_18;14;00:02:45;00:03:03;locationstay;arena,enemy,gameplay
7_Video_18;14;00:02:56;00:02:58;dialog;list,emojis
7_Video_18;14;00:03:03;00:03:04;dialog;information,blue,player,turn
7_Video_18;14;00:03:04;00:03:27;locationstay;arena,player,gameplay
7_Video_18;14;00:03:27;00:03:28;dialog;information,red,enemy,turn
7_Video_18;14;00:03:27;00:03:27;interaction;click,end,turn
7_Video_18;14;00:03:27;00:04:07;locationstay;arena,enemy,gameplay
7_Video_18;14;00:04:07;00:04:08;dialog;information,blue,player,turn
7_Video_18;14;00:04:08;00:04:41;locationstay;arena,player,gameplay
7_Video_18;14;00:04:24;00:04:25;dialog;select,fighter,target
7_Video_18;14;00:04:41;00:04:41;interaction;click,end,turn
7_Video_18;14;00:04:41;00:04:42;dialog;information,red,enemy,turn,plus,energy
7_Video_18;14;00:04:42;00:05:00;locationstay;arena,enemy,gameplay
7_Video_19;14;00:00:00;00:00:06;locationstay;arena,enemy,gameplay
7_Video_19;14;00:00:06;00:00:07;dialog;information,blue,player,turn
7_Video_19;14;00:00:07;00:00:28;locationstay;arena,player,gameplay
7_Video_19;14;00:00:28;00:00:33;dialog;victory,share,back,to,lobby,blue
7_Video_19;14;00:00:33;00:00:33;interaction;click,next,match
7_Video_19;14;00:00:33;00:00:36;loadingscreen;load,next,match
7_Video_19;14;00:00:36;00:00:40;mainmenu;arena,season,ranked,practice,blitz
7_Video_19;14;00:00:37;00:00:40;dialog;hare,rewards
7_Video_19;14;00:00:40;00:01:09;loadingscreen;load,arena
7_Video_19;14;00:01:05;00:01:07;dialog;choose,preference,first,second,no,timer
7_Video_19;14;00:01:07;00:01:07;interaction;click,no,preference
7_Video_19;14;00:01:09;00:01:10;dialog;you,go,first
7_Video_19;14;00:01:09;00:01:20;locationstay;arena,player,gameplay
7_Video_19;14;00:01:17;00:01:18;dialog;select,fighter,target
7_Video_19;14;00:01:20;00:01:21;dialog;information,red,enemy,turn
7_Video_19;14;00:01:21;00:01:37;locationstay;arena,enemy,gameplay
7_Video_19;14;00:01:37;00:01:38;dialog;information,blue,player,turn
7_Video_19;14;00:01:38;00:01:57;locationstay;arena,player,gameplay
7_Video_19;14;00:01:43;00:01:44;dialog;select,fighter,target
7_Video_19;14;00:01:57;00:01:57;interaction;click,end,turn
7_Video_19;14;00:01:57;00:01:58;dialog;information,red,enemy,turn
7_Video_19;14;00:01:58;00:02:14;locationstay;arena,enemy,gameplay
7_Video_19;14;00:01:59;00:02:00;dialog;list,emojis
7_Video_19;14;00:02:14;00:02:15;dialog;information,blue,player,turn
7_Video_19;14;00:02:15;00:02:38;locationstay;arena,player,gameplay
7_Video_19;14;00:02:38;00:02:38;interaction;click,end,turn
7_Video_19;14;00:02:38;00:02:39;dialog;information,red,enemy,turn
7_Video_19;14;00:02:39;00:03:04;locationstay;arena,enemy,gameplay
7_Video_19;14;00:03:04;00:03:05;dialog;information,blue,player,turn
7_Video_19;14;00:03:05;00:03:28;locationstay;arena,player,gameplay
7_Video_19;14;00:03:12;00:03:13;dialog;select,fighter,target
7_Video_19;14;00:03:16;00:03:17;dialog;select,fighter,target
7_Video_19;14;00:03:27;00:03:27;interaction;click,end,turn
7_Video_19;14;00:03:28;00:03:29;dialog;information,red,enemy,turn
7_Video_19;14;00:03:29;00:03:45;locationstay;arena,enemy,gameplay
7_Video_19;14;00:03:45;00:03:46;dialog;information,blue,player,turn
7_Video_19;14;00:03:46;00:04:14;locationstay;arena,player,gameplay
7_Video_19;14;00:04:00;00:04:01;dialog;select,fighter,target
7_Video_19;14;00:04:13;00:04:13;interaction;click,end,turn
7_Video_19;14;00:04:13;00:04:14;dialog;information,red,enemy,turn
7_Video_19;14;00:04:14;00:04:29;locationstay;arena,enemy,gameplay
7_Video_19;14;00:04:20;00:04:21;dialog;list,emojis
7_Video_19;14;00:04:29;00:04:30;dialog;information,blue,player,turn
7_Video_19;14;00:04:30;00:04:54;locationstay;arena,player,gameplay
7_Video_19;14;00:04:54;00:04:54;interaction;click,end,turn
7_Video_19;14;00:04:54;00:04:55;dialog;information,red,enemy,turn
7_Video_19;14;00:04:55;00:05:00;locationstay;arena,enemy,gameplay
7_Video_20;14;00:00:00;00:00:05;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_20;14;00:00:03;00:00:05;dialog;adventure,arena
7_Video_20;14;00:00:05;00:00:08;mainmenu;map,forest,chapter
7_Video_20;14;00:00:08;00:00:13;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_20;14;00:00:11;00:00:13;dialog;adventure,arena
7_Video_20;14;00:00:13;00:00:15;mainmenu;arena,season,ranked,practice,blitz
7_Video_20;14;00:00:15;00:00:15;interaction;click,ranked
7_Video_20;14;00:00:15;00:00:54;loadingscreen;load,arena
7_Video_20;14;00:00:49;00:00:52;dialog;choose,preference,first,second,no,timer
7_Video_20;14;00:00:52;00:00:52;interaction;click,no,preference
7_Video_20;14;00:00:54;00:01:10;locationstay;arena,player,gameplay
7_Video_20;14;00:00:54;00:00:55;dialog;you,go,first
7_Video_20;14;00:01:10;00:01:11;dialog;information,red,enemy,turn
7_Video_20;14;00:01:11;00:01:23;locationstay;arena,enemy,gameplay
7_Video_20;14;00:01:23;00:01:24;dialog;information,blue,player,turn
7_Video_20;14;00:01:24;00:01:43;locationstay;arena,player,gameplay
7_Video_20;14;00:01:43;00:01:43;interaction;click,end,turn
7_Video_20;14;00:01:43;00:01:44;dialog;information,red,enemy,turn
7_Video_20;14;00:01:44;00:02:04;locationstay;arena,enemy,gameplay
7_Video_20;14;00:02:04;00:02:05;dialog;information,blue,player,turn
7_Video_20;14;00:02:05;00:02:28;locationstay;arena,player,gameplay
7_Video_20;14;00:02:28;00:02:29;dialog;information,red,enemy,turn
7_Video_20;14;00:02:29;00:02:48;locationstay;arena,enemy,gameplay
7_Video_20;14;00:02:48;00:02:49;dialog;information,blue,player,turn
7_Video_20;14;00:02:49;00:03:15;locationstay;arena,player,gameplay
7_Video_20;14;00:03:02;00:03:03;dialog;select,fighter,target
7_Video_20;14;00:03:15;00:03:16;dialog;information,red,enemy,turn
7_Video_20;14;00:03:16;00:03:31;locationstay;arena,enemy,gameplay
7_Video_20;14;00:03:17;00:03:18;dialog;list,emojis
7_Video_20;14;00:03:31;00:03:32;dialog;information,blue,player,turn
7_Video_20;14;00:03:32;00:03:56;locationstay;arena,player,gameplay
7_Video_20;14;00:03:48;00:03:49;dialog;list,emojis
7_Video_20;14;00:03:56;00:03:57;dialog;information,red,enemy,turn
7_Video_20;14;00:03:57;00:04:08;locationstay;arena,enemy,gameplay
7_Video_20;14;00:04:08;00:04:09;dialog;information,blue,player,turn
7_Video_20;14;00:04:09;00:04:33;locationstay;arena,player,gameplay
7_Video_20;14;00:04:26;00:04:27;dialog;select,fighter,target
7_Video_20;14;00:04:33;00:04:34;dialog;information,red,enemy,turn
7_Video_20;14;00:04:34;00:04:50;locationstay;arena,enemy,gameplay
7_Video_20;14;00:04:50;00:04:51;dialog;information,blue,player,turn,plus,energy
7_Video_20;14;00:04:51;00:05:00;locationstay;arena,player,gameplay
