Video;Metaverse name;Editor;Time (from);Time (to, optional);Action;Relevant Objects;Description
9_Video_15.mp4;Second Life;9;03:18:00;03:20:00;A8;avatar;changing direction
9_Video_15.mp4;Second Life;9;03:20:00;03:26:00;A1;avatar;walking through the virtual world
9_Video_15.mp4;Second Life;9;03:26:00;03:26:00;A3;avatar, building;entering a building
9_Video_15.mp4;Second Life;9;03:26:00;03:29:00;A1;avatar, building;walking through a building
9_Video_15.mp4;Second Life;9;03:29:00;03:35:00;A9;avatar, building;standing
9_Video_15.mp4;Second Life;9;03:35:00;03:36:00;A1;avatar, building;walking through a building
9_Video_15.mp4;Second Life;9;03:36:00;03:36:00;A3;avatar, door, building;opening a door, entering another room
9_Video_15.mp4;Second Life;9;03:36:00;03:40:00;A1;avatar, building;walking through a building
9_Video_15.mp4;Second Life;9;03:40:00;03:41:00;A8;avatar, building;changing direction
9_Video_15.mp4;Second Life;9;03:41:00;03:58:00;A1;avatar, building;walking through a building on a winding path
9_Video_15.mp4;Second Life;9;03:58:00;04:08:00;A9;avatar, building;standing
9_Video_15.mp4;Second Life;9;04:08:00;04:15:00;A1;avatar, building;walking through a building on a winding path
9_Video_15.mp4;Second Life;9;04:15:00;04:19:00;A2;avatar, building, stairs;stepping on stairs
9_Video_15.mp4;Second Life;9;04:19:00;04:30:00;A1;avatar, building;walking through a building on a winding path
9_Video_15.mp4;Second Life;9;04:30:00;04:32:00;A2;avatar, building, stairs;stepping on stairs
9_Video_15.mp4;Second Life;9;04:32:00;04:35:00;A1;avatar, building;walking through a building on a winding path
9_Video_15.mp4;Second Life;9;04:35:00;04:36:00;A2;avatar, building, stairs;stepping on stairs
9_Video_15.mp4;Second Life;9;04:36:00;04:45:00;A1;avatar, building;walking through a building on a winding path
9_Video_15.mp4;Second Life;9;04:45:00;05:00:00;A9;avatar, building;standing
9_Video_16.mp4;Second Life;9;00:00:00;00:04:00;A9;avatar, building;standing
9_Video_16.mp4;Second Life;9;00:04:00;00:08:00;A1;avatar, building;walking through a building
9_Video_16.mp4;Second Life;9;00:08:00;00:08:00;A3;avatar, door, building;opening a door, entering another room
9_Video_16.mp4;Second Life;9;00:08:00;00:12:00;A1;avatar, building;walking through a building
9_Video_16.mp4;Second Life;9;00:12:00;00:12:00;A3;avatar, building;leaving a building
9_Video_16.mp4;Second Life;9;00:12:00;00:29:00;A1;avatar;walking through the virtual world
9_Video_16.mp4;Second Life;9;00:29:00;00:32:00;A9;avatar;stay and go ahead
9_Video_16.mp4;Second Life;9;00:32:00;00:41:00;A1;avatar;walking through the virtual world
9_Video_16.mp4;Second Life;9;00:41:00;00:41:00;A2;avatar, hedge;walking through a hedge
9_Video_16.mp4;Second Life;9;00:41:00;00:48:00;A1;avatar;walking through the virtual world
9_Video_16.mp4;Second Life;9;00:48:00;00:50:00;A9;avatar, building;standing
9_Video_16.mp4;Second Life;9;00:50:00;00:56:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;00:56:00;01:01:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;01:01:00;01:05:00;A7;avatar;teleporting to another place
9_Video_16.mp4;Second Life;9;01:05:00;01:12:00;A9;avatar, building;standing
9_Video_16.mp4;Second Life;9;01:12:00;01:17:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;01:17:00;01:18:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;01:18:00;01:24:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;01:24:00;01:26:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;01:26:00;01:37:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;01:37:00;01:40:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;01:40:00;01:48:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;01:48:00;01:50:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;01:50:00;01:52:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;01:52:00;01:54:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;01:54:00;01:56:00;A4;avatar;waving
9_Video_16.mp4;Second Life;9;01:56:00;01:56:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;01:56:00;01:58:00;A4;avatar;waving
9_Video_16.mp4;Second Life;9;01:58:00;02:00:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;02:00:00;02:02:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;02:02:00;02:06:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;02:06:00;02:08:00;A1;avatar;walking through the virtual world
9_Video_16.mp4;Second Life;9;02:08:00;02:08:00;A3;avatar, building;entering a building
9_Video_16.mp4;Second Life;9;02:08:00;02:13:00;A3;avatar, building;walking through a building
9_Video_16.mp4;Second Life;9;02:13:00;02:21:00;A9;avatar, building;standing
9_Video_16.mp4;Second Life;9;02:21:00;02:30:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;02:30:00;02:30:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;02:30:00;02:34:00;A7;avatar, building;teleporting to another place
9_Video_16.mp4;Second Life;9;02:34:00;02:38:00;A9;avatar;standing
9_Video_16.mp4;Second Life;9;02:38:00;02:47:00;A1;avatar;walking through the virtual world
9_Video_16.mp4;Second Life;9;02:47:00;02:53:00;A9;avatar;standing
9_Video_16.mp4;Second Life;9;02:53:00;02:54:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;02:54:00;03:02:00;A5;avatar;communicate with another avatar
9_Video_16.mp4;Second Life;9;03:02:00;03:08:00;A9;avatar;standing
9_Video_16.mp4;Second Life;9;03:08:00;03:08:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;03:08:00;03:17:00;A8;avatar;changing direction
9_Video_16.mp4;Second Life;9;03:17:00;03:23:00;A1;avatar;walking through the virtual world
9_Video_16.mp4;Second Life;9;03:23:00;03:24:00;A8;avatar;changing direction
9_Video_16.mp4;Second Life;9;03:24:00;03:26:00;A1;avatar;walking through the virtual world
9_Video_16.mp4;Second Life;9;03:26:00;03:35:00;A9;avatar;standing
9_Video_16.mp4;Second Life;9;03:35:00;03:40:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;03:40:00;03:40:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;03:40:00;03:43:00;A7;avatar;teleporting to another place
9_Video_16.mp4;Second Life;9;03:43:00;03:47:00;A9;avatar;standing
9_Video_16.mp4;Second Life;9;03:47:00;03:47:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;03:47:00;03:51:00;A9;avatar;standing
9_Video_16.mp4;Second Life;9;03:51:00;04:24:00;A1;avatar;walking through the virtual world
9_Video_16.mp4;Second Life;9;04:24:00;04:30:00;A8;avatar;changing direction
9_Video_16.mp4;Second Life;9;04:30:00;04:40:00;A1;avatar;walking through the virtual world
9_Video_16.mp4;Second Life;9;04:40:00;04:42:00;A8;avatar;changing direction
9_Video_16.mp4;Second Life;9;04:42:00;04:43:00;A2;avatar, step;stepping onto a step
9_Video_16.mp4;Second Life;9;04:43:00;04:44:00;A2;avatar, step;stepping onto a step
9_Video_16.mp4;Second Life;9;04:44:00;04:45:00;A2;avatar, step;stepping onto a step
9_Video_16.mp4;Second Life;9;04:45:00;04:46:00;A3;avatar, building;entering a building
9_Video_16.mp4;Second Life;9;04:46:00;04:48:00;A3;avatar, building;walking through a building
9_Video_16.mp4;Second Life;9;04:48:00;04:55:00;A6;user, system;interacting with the system
9_Video_16.mp4;Second Life;9;04:55:00;05:00:00;A6;avatar, building, cushion;sitting down on a cushion
9_Video_17.mp4;Second Life;9;00:00:00;00:03:00;A9;avatar;standing
9_Video_17.mp4;Second Life;9;00:03:00;00:08:00;A1;avatar;walking through the virtual world
9_Video_17.mp4;Second Life;9;00:08:00;00:09:00;A2;avatar, sidewalk;stepping onto a sidewalk
9_Video_17.mp4;Second Life;9;00:09:00;00:14:00;A2;avatar, wall;walking into a wall
9_Video_17.mp4;Second Life;9;00:14:00;00:18:00;A6;user, system;interacting with the system
9_Video_17.mp4;Second Life;9;00:18:00;00:27:00;A6;user, system;interacting with the system
9_Video_17.mp4;Second Life;9;00:27:00;00:27:00;A6;user, system;interacting with the system
9_Video_17.mp4;Second Life;9;00:27:00;00:31:00;A7;avatar;teleporting to another place
9_Video_17.mp4;Second Life;9;00:31:00;00:36:00;A9;avatar;standing
9_Video_17.mp4;Second Life;9;00:36:00;00:44:00;A6;user, system;interacting with the system
9_Video_17.mp4;Second Life;9;00:44:00;00:51:00;A1;avatar;walking through the virtual world
9_Video_17.mp4;Second Life;9;00:51:00;00:55:00;A9;avatar;standing
9_Video_17.mp4;Second Life;9;00:55:00;00:55:00;A6;user, system;interacting with the system
9_Video_17.mp4;Second Life;9;00:55:00;01:03:00;A5;avatar;communicate with another avatar
9_Video_17.mp4;Second Life;9;01:03:00;01:06:00;A8;avatar;changing direction
9_Video_17.mp4;Second Life;9;01:06:00;01:12:00;A1;avatar;walking through the virtual world
9_Video_17.mp4;Second Life;9;01:12:00;01:13:00;A9;avatar;standing
9_Video_17.mp4;Second Life;9;01:13:00;01:13:00;A6;user, system;interacting with the system
9_Video_17.mp4;Second Life;9;01:13:00;01:20:00;A5;avatar;communicate with another avatar
9_Video_17.mp4;Second Life;9;01:20:00;01:20:00;A6;user, system;interacting with the system
9_Video_17.mp4;Second Life;9;01:20:00;01:25:00;A8;avatar;changing direction
9_Video_17.mp4;Second Life;9;01:25:00;01:58:00;A1;avatar;walking through the virtual world
9_Video_17.mp4;Second Life;9;01:58:00;01:58:00;A8;avatar;changing direction
9_Video_17.mp4;Second Life;9;01:58:00;02:00:00;A1;avatar;walking through the virtual world
9_Video_17.mp4;Second Life;9;02:00:00;02:00:00;A8;avatar;changing direction
9_Video_17.mp4;Second Life;9;02:00:00;02:04:00;A1;avatar;walking through the virtual world
9_Video_17.mp4;Second Life;9;02:04:00;02:05:00;A2;avatar, barrier;walking into a barrier
9_Video_17.mp4;Second Life;9;02:05:00;02:11:00;A8;avatar;changing direction
9_Video_17.mp4;Second Life;9;02:11:00;02:20:00;A1;avatar;walking through the virtual world
9_Video_17.mp4;Second Life;9;02:20:00;02:22:00;A8;avatar;changing direction
9_Video_17.mp4;Second Life;9;02:22:00;02:43:00;A1;avatar;walking through the virtual world
9_Video_17.mp4;Second Life;9;02:43:00;02:46:00;A9;avatar;standing
9_Video_17.mp4;Second Life;9;02:46:00;02:48:00;A6;user, system;interacting with the system
9_Video_17.mp4;Second Life;9;02:48:00;02:51:00;A6;user, system;interacting with the system
9_Video_17.mp4;Second Life;9;02:51:00;02:53:00;A6;user, system;interacting with the system
9_Video_17.mp4;Second Life;9;02:53:00;02:56:00;A6;user, system;interacting with the system
9_Video_17.mp4;Second Life;9;02:56:00;02:58:00;A6;user, system;interacting with the system
9_Video_17.mp4;Second Life;9;02:58:00;02:58:00;A6;user, system;interacting with the system
9_Video_17.mp4;Second Life;9;02:58:00;03:00:00;A4;avatar;waving
9_Video_17.mp4;Second Life;9;03:00:00;03:00:00;A6;user, system;interacting with the system
9_Video_17.mp4;Second Life;9;03:00:00;03:02:00;A4;avatar;waving
9_Video_17.mp4;Second Life;9;03:02:00;03:04:00;A6;user, system;interacting with the system
9_Video_17.mp4;Second Life;9;03:04:00;03:05:00;A6;user, system;interacting with the system
9_Video_17.mp4;Second Life;9;03:05:00;03:18:00;A9;avatar;standing
9_Video_17.mp4;Second Life;9;03:18:00;03:18:00;A6;user, system;interacting with the system
9_Video_17.mp4;Second Life;9;03:18:00;03:23:00;A7;avatar;teleporting to another place
9_Video_17.mp4;Second Life;9;03:23:00;03:38:00;A9;avatar;standing
9_Video_17.mp4;Second Life;9;03:38:00;03:45:00;A1;avatar;walking through the virtual world
9_Video_17.mp4;Second Life;9;03:45:00;03:45:00;A2;avatar, step;stepping onto a step
9_Video_17.mp4;Second Life;9;03:45:00;03:53:00;A1;avatar;walking through the virtual world
9_Video_17.mp4;Second Life;9;03:53:00;03:55:00;A8;avatar;changing direction
9_Video_17.mp4;Second Life;9;03:55:00;04:08:00;A1;avatar;walking through the virtual world
9_Video_17.mp4;Second Life;9;04:08:00;04:13:00;A8;avatar;changing direction
9_Video_17.mp4;Second Life;9;04:13:00;04:34:00;A1;avatar;walking through the virtual world
9_Video_17.mp4;Second Life;9;04:34:00;04:35:00;A9;avatar;stay and go ahead
9_Video_17.mp4;Second Life;9;04:35:00;04:41:00;A9;avatar;standing
9_Video_17.mp4;Second Life;9;04:41:00;04:59:00;A1;avatar;walking through the virtual world
9_Video_17.mp4;Second Life;9;04:59:00;05:00:00;A9;avatar;standing
9_Video_18.mp4;Second Life;9;00:00:00;00:05:00;A9;avatar;standing
9_Video_18.mp4;Second Life;9;00:05:00;00:06:00;A1;avatar;walking through the virtual world
9_Video_18.mp4;Second Life;9;00:06:00;00:13:00;A1;avatar;running through the virtual world
9_Video_18.mp4;Second Life;9;00:13:00;00:19:00;A9;avatar;standing
9_Video_18.mp4;Second Life;9;00:19:00;00:24:00;A6;user, system;interacting with the system
9_Video_18.mp4;Second Life;9;00:24:00;00:26:00;A6;user, system;interacting with the system
9_Video_18.mp4;Second Life;9;00:26:00;00:29:00;A6;user, system;interacting with the system
9_Video_18.mp4;Second Life;9;00:29:00;00:37:00;A6;user, system;interacting with the system
9_Video_18.mp4;Second Life;9;00:37:00;00:37:00;A6;user, system;interacting with the system
9_Video_18.mp4;Second Life;9;00:37:00;00:41:00;A7;avatar;teleporting to another place
9_Video_18.mp4;Second Life;9;00:41:00;00:43:00;A6;user, system;interacting with the system
9_Video_18.mp4;Second Life;9;00:43:00;00:43:00;A6;user, system;interacting with the system
9_Video_18.mp4;Second Life;9;00:43:00;01:03:00;A9;avatar;standing
9_Video_18.mp4;Second Life;9;01:03:00;01:08:00;A1;avatar;walking through the virtual world
9_Video_18.mp4;Second Life;9;01:08:00;01:13:00;A8;avatar;changing direction
9_Video_18.mp4;Second Life;9;01:13:00;01:16:00;A1;avatar;walking through the virtual world
9_Video_18.mp4;Second Life;9;01:16:00;01:20:00;A9;avatar;standing
9_Video_18.mp4;Second Life;9;01:20:00;01:23:00;A6;user, system;interacting with the system
9_Video_18.mp4;Second Life;9;01:23:00;01:24:00;A6;user, system;interacting with the system
9_Video_18.mp4;Second Life;9;01:24:00;01:28:00;A6;user, system;interacting with the system
9_Video_18.mp4;Second Life;9;01:28:00;01:31:00;A6;user, system;interacting with the system
9_Video_18.mp4;Second Life;9;01:31:00;01:31:00;A6;user, system;interacting with the system
9_Video_18.mp4;Second Life;9;01:31:00;01:33:00;A4;avatar;waving
9_Video_18.mp4;Second Life;9;01:33:00;01:33:00;A6;user, system;interacting with the system
9_Video_18.mp4;Second Life;9;01:33:00;01:36:00;A4;avatar;waving
9_Video_18.mp4;Second Life;9;01:36:00;01:40:00;A6;user, system;interacting with the system
9_Video_18.mp4;Second Life;9;01:40:00;01:42:00;A6;user, system;interacting with the system
9_Video_18.mp4;Second Life;9;01:42:00;01:45:00;A6;user, system;interacting with the system
9_Video_18.mp4;Second Life;9;01:45:00;01:49:00;A8;avatar;changing direction
9_Video_18.mp4;Second Life;9;01:49:00;01:52:00;A1;avatar;walking through the virtual world
9_Video_18.mp4;Second Life;9;01:52:00;01:54:00;A2;avatar, walk;jumping down on a walk
9_Video_18.mp4;Second Life;9;01:54:00;02:03:00;A8;avatar;changing direction
9_Video_18.mp4;Second Life;9;02:03:00;02:07:00;A1;avatar;walking through the virtual world
9_Video_18.mp4;Second Life;9;02:07:00;02:10:00;A8;avatar;changing direction
9_Video_18.mp4;Second Life;9;02:10:00;02:52:00;A1;avatar;walking through the virtual world
9_Video_18.mp4;Second Life;9;02:52:00;03:02:00;A9;avatar;standing
9_Video_18.mp4;Second Life;9;03:02:00;03:15:00;A1;avatar;walking through the virtual world
9_Video_18.mp4;Second Life;9;03:15:00;03:17:00;A8;avatar;changing direction
9_Video_18.mp4;Second Life;9;03:17:00;03:18:00;A9;avatar;standing
9_Video_18.mp4;Second Life;9;03:18:00;03:21:00;A1;avatar;walking through the virtual world
9_Video_18.mp4;Second Life;9;03:21:00;03:21:00;A9;avatar;standing
9_Video_18.mp4;Second Life;9;03:21:00;03:24:00;A8;avatar;changing direction
9_Video_18.mp4;Second Life;9;03:24:00;03:27:00;A1;avatar;walking through the virtual world
9_Video_18.mp4;Second Life;9;03:27:00;03:27:00;A9;avatar;standing
9_Video_18.mp4;Second Life;9;03:27:00;03:35:00;A8;avatar;changing direction
9_Video_18.mp4;Second Life;9;03:35:00;03:37:00;A1;avatar;walking through the virtual world
9_Video_18.mp4;Second Life;9;03:37:00;03:37:00;A9;avatar;standing
9_Video_18.mp4;Second Life;9;03:37:00;03:39:00;A8;avatar;changing direction
9_Video_18.mp4;Second Life;9;03:39:00;03:41:00;A1;avatar;walking through the virtual world
9_Video_18.mp4;Second Life;9;03:41:00;03:43:00;A8;avatar;changing direction
9_Video_18.mp4;Second Life;9;03:43:00;04:01:00;A1;avatar;walking through the virtual world
9_Video_18.mp4;Second Life;9;04:01:00;04:03:00;A8;avatar;changing direction
9_Video_18.mp4;Second Life;9;04:03:00;04:14:00;A1;avatar;walking through the virtual world
9_Video_18.mp4;Second Life;9;04:14:00;04:14:00;A9;avatar;standing
9_Video_18.mp4;Second Life;9;04:14:00;04:18:00;A8;avatar;changing direction
9_Video_18.mp4;Second Life;9;04:18:00;04:33:00;A1;avatar;walking through the virtual world
9_Video_18.mp4;Second Life;9;04:33:00;04:38:00;A9;avatar;standing
9_Video_18.mp4;Second Life;9;04:38:00;04:41:00;A8;avatar;changing direction
9_Video_18.mp4;Second Life;9;04:41:00;04:44:00;A1;avatar;walking through the virtual world
9_Video_18.mp4;Second Life;9;04:44:00;04:47:00;A8;avatar;changing direction
9_Video_18.mp4;Second Life;9;04:47:00;05:00:00;A9;avatar;standing
9_Video_19.mp4;Second Life;9;00:00:00;00:04:00;A9;avatar;standing
9_Video_19.mp4;Second Life;9;00:04:00;00:11:00;A1;avatar;walking through the virtual world
9_Video_19.mp4;Second Life;9;00:11:00;00:16:00;A9;avatar;standing
9_Video_19.mp4;Second Life;9;00:16:00;00:16:00;A6;user, system;interacting with the system
9_Video_19.mp4;Second Life;9;00:16:00;00:38:00;A1;avatar;dancing around
9_Video_19.mp4;Second Life;9;00:38:00;00:38:00;A6;user, system;interacting with the system
9_Video_19.mp4;Second Life;9;00:38:00;00:43:00;A9;avatar;standing
9_Video_19.mp4;Second Life;9;00:43:00;00:43:00;A6;user, system;interacting with the system
9_Video_19.mp4;Second Life;9;00:43:00;01:04:00;A5;avatar;communicate with another avatar
9_Video_19.mp4;Second Life;9;01:04:00;01:04:00;A6;user, system;interacting with the system
9_Video_19.mp4;Second Life;9;01:04:00;01:11:00;A8;avatar;changing direction
9_Video_19.mp4;Second Life;9;01:11:00;01:25:00;A1;avatar;walking through the virtual world
9_Video_19.mp4;Second Life;9;01:25:00;01:34:00;A9;avatar;standing
9_Video_19.mp4;Second Life;9;01:34:00;01:44:00;A6;user, system;interacting with the system
9_Video_19.mp4;Second Life;9;01:44:00;01:54:00;A6;user, system;interacting with the system
9_Video_19.mp4;Second Life;9;01:54:00;01:15:00;A6;user, system;interacting with the system
9_Video_19.mp4;Second Life;9;01:54:00;01:58:00;A7;avatar;teleporting to another place
9_Video_19.mp4;Second Life;9;01:58:00;02:11:00;A9;avatar;standing
9_Video_19.mp4;Second Life;9;02:11:00;02:33:00;A1;avatar;walking through the virtual world
9_Video_19.mp4;Second Life;9;02:33:00;02:35:00;A9;avatar;stay and go ahead
9_Video_19.mp4;Second Life;9;02:35:00;02:42:00;A1;avatar;walking through the virtual world
9_Video_19.mp4;Second Life;9;02:42:00;02:43:00;A9;avatar;standing
9_Video_19.mp4;Second Life;9;02:43:00;02:46:00;A8;avatar;changing direction
9_Video_19.mp4;Second Life;9;02:46:00;02:47:00;A1;avatar;walking through the virtual world
9_Video_19.mp4;Second Life;9;02:47:00;02:47:00;A2;avatar, sidewalk;walking from the street onto a sidewalk
9_Video_19.mp4;Second Life;9;02:47:00;03:01:00;A1;avatar;walking through the virtual world
9_Video_19.mp4;Second Life;9;03:01:00;03:01:00;A9;avatar;standing
9_Video_19.mp4;Second Life;9;03:01:00;03:08:00;A8;avatar;changing direction
9_Video_19.mp4;Second Life;9;03:08:00;03:28:00;A1;avatar;walking through the virtual world
9_Video_19.mp4;Second Life;9;03:28:00;03:30:00;A8;avatar;changing direction
9_Video_19.mp4;Second Life;9;03:30:00;03:42:00;A1;avatar;walking through the virtual world
9_Video_19.mp4;Second Life;9;03:42:00;03:45:00;A9;avatar;standing
9_Video_19.mp4;Second Life;9;03:45:00;03:48:00;A8;avatar;changing direction
9_Video_19.mp4;Second Life;9;03:48:00;03:57:00;A1;avatar;walking through the virtual world
9_Video_19.mp4;Second Life;9;03:57:00;03:58:00;A8;avatar;changing direction
9_Video_19.mp4;Second Life;9;03:58:00;04:03:00;A1;avatar;walking through the virtual world
9_Video_19.mp4;Second Life;9;04:03:00;04:05:00;A8;avatar;changing direction
9_Video_19.mp4;Second Life;9;04:05:00;04:34:00;A1;avatar;walking through the virtual world
9_Video_19.mp4;Second Life;9;04:34:00;04:35:00;A8;avatar;changing direction
9_Video_19.mp4;Second Life;9;04:35:00;04:38:00;A1;avatar;walking through the virtual world
9_Video_19.mp4;Second Life;9;04:38:00;04:39:00;A8;avatar;changing direction
9_Video_19.mp4;Second Life;9;04:39:00;04:50:00;A1;avatar;walking through the virtual world
9_Video_19.mp4;Second Life;9;04:50:00;04:54:00;A8;avatar;changing direction
9_Video_19.mp4;Second Life;9;04:54:00;05:00:00;A1;avatar;walking through the virtual world
9_Video_20.mp4;Second Life;9;00:00:00;00:05:00;A9;avatar;standing
9_Video_20.mp4;Second Life;9;00:05:00;00:09:00;A6;user, system;interacting with the system
9_Video_20.mp4;Second Life;9;00:09:00;00:14:00;A6;user, system;interacting with the system
9_Video_20.mp4;Second Life;9;00:14:00;00:20:00;A6;user, system;interacting with the system
9_Video_20.mp4;Second Life;9;00:20:00;00:26:00;A6;user, system;interacting with the system
9_Video_20.mp4;Second Life;9;00:26:00;00:29:00;A6;user, system;interacting with the system
9_Video_20.mp4;Second Life;9;00:29:00;00:32:00;A6;user, system;interacting with the system
9_Video_20.mp4;Second Life;9;00:32:00;00:35:00;A6;user, system;interacting with the system
9_Video_20.mp4;Second Life;9;00:35:00;00:35:00;A6;user, system;interacting with the system
9_Video_20.mp4;Second Life;9;00:35:00;00:37:00;A4;avatar;waving
9_Video_20.mp4;Second Life;9;00:37:00;00:38:00;A6;user, system;interacting with the system
9_Video_20.mp4;Second Life;9;00:38:00;00:40:00;A4;avatar;waving
9_Video_20.mp4;Second Life;9;00:40:00;00:41:00;A6;user, system;interacting with the system
9_Video_20.mp4;Second Life;9;00:41:00;00:44:00;A9;avatar;standing
9_Video_20.mp4;Second Life;9;00:44:00;00:54:00;A9;avatar;stay and go ahead
9_Video_20.mp4;Second Life;9;00:54:00;00:58:00;A9;avatar;standing
9_Video_20.mp4;Second Life;9;00:58:00;00:58:00;A6;user, system;interacting with the system
9_Video_20.mp4;Second Life;9;00:58:00;01:08:00;A5;avatar;communicate with another avatar
9_Video_20.mp4;Second Life;9;01:08:00;01:08:00;A6;user, system;interacting with the system
9_Video_20.mp4;Second Life;9;01:08:00;01:15:00;A8;avatar;changing direction
9_Video_20.mp4;Second Life;9;01:15:00;01:27:00;A1;avatar;walking through the virtual world
9_Video_20.mp4;Second Life;9;01:27:00;01:36:00;A9;avatar;standing
9_Video_20.mp4;Second Life;9;01:36:00;01:41:00;A6;user, system;interacting with the system
9_Video_20.mp4;Second Life;9;01:41:00;01:44:00;A6;user, system;interacting with the system
9_Video_20.mp4;Second Life;9;01:44:00;01:45:00;A6;user, system;interacting with the system
9_Video_20.mp4;Second Life;9;01:45:00;01:51:00;A6;user, system;interacting with the system
9_Video_20.mp4;Second Life;9;01:51:00;01:51:00;A6;user, system;interacting with the system
9_Video_20.mp4;Second Life;9;01:51:00;01:55:00;A7;avatar;teleporting to another place
9_Video_20.mp4;Second Life;9;01:55:00;02:03:00;A9;avatar;standing
9_Video_20.mp4;Second Life;9;02:03:00;02:03:00;A6;user, system;interacting with the system
9_Video_20.mp4;Second Life;9;02:03:00;02:04:00;A9;avatar;standing
9_Video_20.mp4;Second Life;9;02:04:00;02:10:00;A1;avatar;walking through the virtual world
9_Video_20.mp4;Second Life;9;02:10:00;02:10:00;A3;avatar, building;entering a building
9_Video_20.mp4;Second Life;9;02:10:00;02:13:00;A1;avatar, building;walking through a building
9_Video_20.mp4;Second Life;9;02:13:00;02:13:00;A3;avatar, building, door;opening a door, entering another room
9_Video_20.mp4;Second Life;9;02:13:00;02:17:00;A1;avatar, building;walking through a building
9_Video_20.mp4;Second Life;9;02:17:00;02:21:00;A9;avatar, building;stay and go ahead
9_Video_20.mp4;Second Life;9;02:21:00;02:23:00;A8;avatar, building;changing direction
9_Video_20.mp4;Second Life;9;02:23:00;02:24:00;A9;avatar, building;standing
9_Video_20.mp4;Second Life;9;02:24:00;02:27:00;A1;avatar, building;walking through a building
9_Video_20.mp4;Second Life;9;02:27:00;02:44:00;A9;avatar, building;standing
9_Video_20.mp4;Second Life;9;02:44:00;02:47:00;A8;avatar, building;changing direction
9_Video_20.mp4;Second Life;9;02:47:00;02:49:00;A1;avatar, building;walking through a building
9_Video_20.mp4;Second Life;9;02:49:00;02:50:00;A8;avatar, building;changing direction
9_Video_20.mp4;Second Life;9;02:50:00;02:54:00;A9;avatar, building;standing
9_Video_20.mp4;Second Life;9;02:54:00;02:59:00;A1;avatar, building;walking through a building
9_Video_20.mp4;Second Life;9;02:59:00;02:59:00;A3;avatar, building, door;opening a door, entering another room
9_Video_20.mp4;Second Life;9;02:59:00;03:02:00;A1;avatar, building;walking through a building
9_Video_20.mp4;Second Life;9;03:02:00;03:02:00;A3;avatar, building;leaving a building
9_Video_20.mp4;Second Life;9;03:02:00;03:08:00;A1;avatar;walking through the virtual world
9_Video_20.mp4;Second Life;9;03:08:00;03:11:00;A8;avatar;changing direction
9_Video_20.mp4;Second Life;9;03:11:00;03:20:00;A1;avatar;walking through the virtual world
9_Video_20.mp4;Second Life;9;03:20:00;03:22:00;A8;avatar;changing direction
9_Video_20.mp4;Second Life;9;03:22:00;03:50:00;A1;avatar;walking through the virtual world
9_Video_20.mp4;Second Life;9;03:50:00;03:55:00;A2;avatar, building, door;walking into a door
9_Video_20.mp4;Second Life;9;03:55:00;03:59:00;A3;avatar, building, door;opening a door, entering a building
9_Video_20.mp4;Second Life;9;03:59:00;04:01:00;A1;avatar, building;walking through a building
9_Video_20.mp4;Second Life;9;04:01:00;04:03:00;A9;avatar, building;standing
9_Video_20.mp4;Second Life;9;04:03:00;04:06:00;A8;avatar, building;changing direction
9_Video_20.mp4;Second Life;9;04:06:00;04:08:00;A1;avatar, building;walking through the virtual world
9_Video_20.mp4;Second Life;9;04:08:00;04:13:00;A9;avatar, building;standing
9_Video_20.mp4;Second Life;9;04:13:00;04:23:00;A6;avatar, building, water dispenser;interacting with a water dispenser
9_Video_20.mp4;Second Life;9;04:23:00;04:26:00;A8;avatar, building;changing direction
9_Video_20.mp4;Second Life;9;04:26:00;04:28:00;A6;avatar, building, bell;interacting with a bell
9_Video_20.mp4;Second Life;9;04:28:00;04:30:00;A9;avatar, building;standing
9_Video_20.mp4;Second Life;9;04:30:00;04:30:00;A6;user, system;interacting with the system
9_Video_20.mp4;Second Life;9;04:30:00;04:36:00;A5;avatar;communicate with another avatar
